Review,Review_Score,Prediction_best_naive_bayes_model,Prediction_best_naive_bayes_model2,Final_Prediction,Difference
"Die Wohnung war genau wie beschrieben. Die Nachbarschaft ruhig, gute Verkehrsanbindungen und der Hausherr und seine Familie sehr nett und hilfsbereit. Wir haben uns sehr willkommen gefühlt !!!","10,0",0,0,7.0,3.0
"Thank you so much Christopher, your place made our trip perfect. Clean, accessible, comfortable and cozy. We were looking for a place to sleep, we didnt need much space since we had a lot of things to do. The pod was a great place to stay for us. We will come back :)","10,0",2,1,10.0,0.0
"Very comfortable, and professional, very clean and homey. Thank you for hospitality.","10,0",3,1,10.0,0.0
"I spent three nights in this apartment, and liked it very much.
The location is near a big park, and it took me about 15 minutes to walk to the nearest metro station. A supermarket can be reached by a short 3 minute walk.
Entrance to the apartment is from a street level door, and the apartment is one floor up, reached by a staircase inside the building.
The apartment itself felt a bit like home. The wooden floors are creaky and a little bit worn in places, but not a problem at all, at least for me. There are also a few minor drops of paint on the floors, but again, not really a problem. The furniture is generally comfortable and the bedroom mattress is relatively firm. I really appreciated the light blocking curtains and blinds in the bedroom. I was not bothered by traffic noise from the street during my stay, and found the place quiet. What I also really appreciated about this apartment is how clean it was: Absolutely spotless! Also, communication with my host was flawless! Needed a hairdryer and got a reply immediately. And the hairdryer was delivered very soon after. And I got the same fast response and delivery when I couldn't find a can opener.
All in all,  I was very glad to stay in this apartment, and impressed by my host's swift and positive replies to my requests.
I would be glad to stay in this apartment again the next time I vist Montreal.","9,0",3,1,10.0,-1.0
.,"9,0",0,0,7.0,2.0
"Très bel appartement, grandes chambres, cuisine et salon confortables. Brigitte nous a gâté à notre arrivee: tout le nécessaire pour le petit déjeuner et le repas du soir. Vraiment très appreciable. Il y a un bon restaurant tout proche ainsi que des supérettes. Il faut environ 10 min en voiture pour aller au centre ville, 30 min en bus. Le stationnement est facile proche de l'appart.","10,0",4,0,10.0,0.0
"Very clean and up to date. It was a pretty good stay because of that, but it was difficult to find the place and the parking in the back alley. It was also difficult to decipher what the host expected the place to look like or anything. There was no reassurance from the host whether or not everything was going ok. If you’re looking to have the least amount of communication and just a clean place to stay for the night, this is it for you. Unfortunately, it made our experience less of an experience because it was a trip for a group of us and we didn’t get any recommendations or anything from the host.","9,0",1,1,10.0,-1.0
"Appartement propre, bien situé, confortable et suffisamment équipé. Prévoyez cependant des adaptateurs Européens si vous venez de l'Europe. Franca à été une super hôte à l'écoute, réactive et aimable. Mon séjour à été très agréable. Je recommande !","10,0",0,0,7.0,3.0
Steven is an excellent host and very accommodating.This property is close to metro station which means you have easy access to all the key places in Montreal.Will highly recommend this Clean and cozy place .,"9,0",4,1,10.0,-1.0
"Joe's place was beautiful for our brief stay in Montreal. The bed was super comfortable, the bathroom, living room & kitchen were lovely & spacious. We plan to come again for the summer.","10,0",4,0,10.0,0.0
"Karl's place is great - easily accessible from the airport, close to shops and restaurants, and very homey!","9,0",3,1,10.0,-1.0
"Yanick was great and so was his place. I was in town on business and needed a place. Yanick was easy to communicate with and his place lived up to my expectations: excellent location, clean, organized and a comfy bed. ","10,0",3,1,10.0,0.0
"Carlos apartment was very clean and so quiet environment.
All you need for a short or long stay there is at the apartment.
And at last, Carlos is the best host that I ever seen.","10,0",4,1,10.0,0.0
"Guy est une personne très convivial et sympathique. Le logement est très bien située de tout. Une petite supérette à 2mn du logement ! Il est à 30mn du vieux Montréal et du vieux port , à 30 mn du plateau Mont-Royale. Beaucoup de petits restaurants situé près du logement et très bien pour la qualité prix! Notre petits coups coeur: chez ma grosse truie chérie, le bistrot rue de la rivière ( il faut réservé) la banquise pour la poutine!  Le logement est bien desservis par les lignes de bus, pensé surtout a faire de la monnaie 3 dollars 25! Ou acheter un passe pour votre séjour il sert pour le bus et le métro. ","9,0",2,1,10.0,-1.0
"Loved Ali's place! We were greeted at the door, it was very clean, and it's a wonderful location.","9,0",4,1,10.0,-1.0
"It was a really good experience in Sabrina's place, she was so kind and open to my comments and to talk with me about anything, she was always looking after me if I needed something else.
Great communication in English and if you know Spanish she will be glad to practice with you.
There are several bus routes that can take you wherever you want, and they all connect with the metro system with the same boarding card.","9,0",3,0,10.0,-1.0
The place is well situated and Heather was great host. I would recommend this place to anyone!,"10,0",0,1,7.0,3.0
"It looks exactly like the pictures, very artistic  and rustic with a hint of industrial decorations. The aesthetics of this place is just perfect. Doris was very nice and patient with me since it was my first time renting an apartment and I had lots of questions lol. I'm glad with my experience with her.","9,0",4,1,10.0,-1.0
"Exelente lugar, muy bien ubicado y con todo lo necesario.","10,0",0,0,7.0,3.0
"Fantastic location in Old Montreal. Very easy to find and get into. It seems like most of the building, if not all, are AirBnB units and that the host owns a few of them. I didn't have any problems with the building or room key pass. The walls are very thin and I could hear the neighbors doing things like using the washroom and opening/closing the blinds but thankfully that's the only noise we had to deal with and it wasn't a big deal.

The air mattress was easy to set up (it has a built in pump) and there were plenty of linens to make the bed with. The bed and the air mattress were comfortable. The duvets are thin but warm. The air mattress was easy to deflate and put away.

The shower has really good flow and the water is nice and warm. The handheld unit leaks a bit of water even when it's not activated so be careful that you have it pointed well away from the shower door or else it will leak onto the floor as a few inches of the door seal is ripped/missing.

I didn't use the kitchen at all so I can't comment on it. The only thing I did notice though is that there is no microwave, but there is one of those small toaster oven and an actual oven if you need it.

We had an issue the first night with the heat and had a cold night and morning. There was a lot of back and forth with the host as they weren't understanding me when I was telling them that the thermostat would not let me set it higher than 20, but they solved the problem by the next night (they provided me with details on how to reset the thermostat so now it can be set higher than 20) so hopefully it won't be a problem going forward for anyone else.

Overall a decent stay. It's a bare bones place but it's worth it for the location. If you're there for at least a few days pick up some extra toilet paper as they don't leave you a lot and bring some shopping bags so you can change the bathroom garbage.","10,0",1,1,10.0,0.0
